"Date","USGS 11292000 MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA","USGS 11292500 CLARK FORK STANISLAUS R NR DARDANELLE CA","USGS 11292610 DONNELL PH NR STRAWBERRY CA","USGS 11292700 MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA","USGS 11292820 BEARDSLEY PH NR STRAWBERRY CA","USGS 11292860 JW SOUTHERN PP A SND BAR DIV DAM NR LNG BRN CA","USGS 11292900 MF STANISLAUS R BL BEARDSLEY DAM CA","USGS 11293200 MF STANISLAUS R BL SND BAR DIV DAM NR AVERY CA","USGS 11293372 NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA","USGS 11293500 NF STANISLAUS R BL SILVER C CA","USGS 11293580 NF STANISLAUS R DIV TUNNEL NR BIG MDW CA","USGS 11293600 NF STANISLAUS R BL DIV D","USGS 11293700 HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA","USGS 11293710 NF STANISLAUS DIV TU OL BL HOBART C NR NSMD CA","USGS 11293760 NEW SPICER MDW DAM PP A NSMD NR B MDW CA","USGS 11294000 HIGHLAND C BL SPICER MEADOWS RES CA","USGS 11294500 NF STANISLAUS R NR AVERY CA","USGS 11295210 BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA","USGS 11295230 BEAVER CR BL DIV DAM NR ARNOLD CA","USGS 11295250 COLLIERVILLE PP NR MURPHYS CA","USGS 11295270 NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA","USGS 11295300 NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA","USGS 11295340 MILL C BL HUNTER RES A HATHAWAY PINES CA","USGS 11295505 STANISLAUS PP NR HATHAWAY PINES CA","USGS 11296500 SF STANISLAUS R A STRAWBERRY CA","USGS 11297000 PHILADELPHIA CN NR STRAWBERRY CA","USGS 11297200 SF STANISLAUS R NR STRAWBERRY CA","USGS 11297500 TUOLUMNE CN NR LONG BARN CA","USGS 11298000 SF STANISLAUS R NR LONG BARN CA","USGS 11298650 ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA","USGS 11298700 ANGELS C BL UTICA D DIV DAM NR MURPHYS CA","USGS 11300500 S SAN JOAQUIN CN NR KNIGHTS FERRY CA","USGS 11301000 OAKDALE CN NR KNIGHTS FERRY CA","USGS 11302000 STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA","USGS 11292615 MF STANISLAUS R LOW FLOW REL BL DONNELL LAKE","USGS 11299200 NEW MELONES PP BL NEW MELONES DAM NR SONORA CA","USGS 11299996 TULLOCH PH NR KNIGHTS FERRY CA"
1986-03-17,53,188,NA,411,595,NA,1250,NA,NA,81,NA,NA,NA,NA,NA,128,946,NA,NA,NA,NA,NA,NA,NA,126,57,NA,9,204,NA,NA,156,0,6290,NA,5120,NA
1986-03-18,51,176,NA,378,595,NA,1180,NA,NA,70,NA,NA,NA,NA,NA,120,881,NA,NA,NA,NA,NA,NA,NA,119,58,NA,9,180,NA,NA,317,0,6330,NA,6950,NA
1986-03-19,51,172,NA,375,595,NA,1160,NA,NA,73,NA,NA,NA,NA,NA,126,885,NA,NA,NA,NA,NA,NA,NA,120,59,NA,11,161,NA,NA,316,0,6280,NA,6060,NA
1986-03-20,55,181,NA,393,595,NA,1180,NA,NA,103,NA,NA,NA,NA,NA,161,989,NA,NA,NA,NA,NA,NA,NA,139,60,NA,12,169,NA,NA,316,0,6260,NA,5950,NA
1986-03-21,60,190,NA,400,595,NA,1180,NA,NA,131,NA,NA,NA,NA,NA,186,1070,NA,NA,NA,NA,NA,NA,NA,156,59,NA,3,199,NA,NA,316,0,6250,NA,6690,NA
1986-03-22,64,197,NA,406,595,NA,1190,NA,NA,145,NA,NA,NA,NA,NA,203,1120,NA,NA,NA,NA,NA,NA,NA,177,60,NA,0,220,NA,NA,316,0,6230,NA,6080,NA
1986-03-23,68,202,NA,407,595,NA,1190,NA,NA,150,NA,NA,NA,NA,NA,212,1150,NA,NA,NA,NA,NA,NA,NA,186,60,NA,0,247,NA,NA,316,0,6200,NA,5700,NA
1986-03-24,70,199,NA,402,595,NA,1180,NA,NA,144,NA,NA,NA,NA,NA,211,1110,NA,NA,NA,NA,NA,NA,NA,163,56,NA,0,226,NA,NA,362,0,5740,NA,6210,NA
1986-03-25,73,203,NA,409,595,NA,1180,NA,NA,162,NA,NA,NA,NA,NA,228,1190,NA,NA,NA,NA,NA,NA,NA,162,59,NA,0,201,NA,NA,423,0,5210,NA,4950,NA
1986-03-26,86,230,NA,426,595,NA,1190,NA,NA,196,NA,NA,NA,NA,NA,281,1270,NA,NA,NA,NA,NA,NA,NA,185,59,NA,11,198,NA,NA,423,0,5150,NA,4930,NA
1986-03-27,108,271,NA,489,595,NA,1220,NA,NA,257,NA,NA,NA,NA,NA,362,1490,NA,NA,NA,NA,NA,NA,NA,229,60,NA,31,214,NA,NA,420,0,4400,NA,4810,NA
1986-03-28,122,307,NA,834,595,NA,1470,NA,NA,297,NA,NA,NA,NA,NA,409,1720,NA,NA,NA,NA,NA,NA,NA,268,60,NA,24,271,NA,NA,416,0,3570,NA,4050,NA
1986-03-29,153,339,NA,971,595,NA,1660,NA,NA,306,NA,NA,NA,NA,NA,444,1820,NA,NA,NA,NA,NA,NA,NA,288,59,NA,40,276,NA,NA,416,0,3690,NA,3870,NA
1986-03-30,171,402,NA,1220,595,NA,1840,NA,NA,410,NA,NA,NA,NA,NA,543,1900,NA,NA,NA,NA,NA,NA,NA,348,60,NA,42,320,NA,NA,416,0,3630,NA,3670,NA
1986-03-31,199,423,NA,1400,595,NA,2050,NA,NA,390,NA,NA,NA,NA,NA,553,1990,NA,NA,NA,NA,NA,NA,NA,405,60,NA,42,413,NA,NA,414,0,3060,NA,3330,NA
1986-04-01,198,438,NA,1480,607,NA,1580,NA,NA,394,NA,NA,NA,NA,NA,574,2000,NA,NA,NA,NA,NA,NA,NA,394,59,NA,43,418,NA,NA,575,0,2600,NA,2900,NA
1986-04-02,172,380,NA,1230,640,NA,1740,NA,NA,315,NA,NA,NA,NA,NA,450,1460,NA,NA,NA,NA,NA,NA,NA,332,58,NA,42,360,NA,NA,646,0,2610,NA,3350,NA
1986-04-03,143,332,NA,875,640,NA,1760,NA,NA,208,NA,NA,NA,NA,NA,337,973,NA,NA,NA,NA,NA,NA,NA,258,56,NA,42,264,NA,NA,715,0,2600,NA,2950,NA
1986-04-04,129,321,NA,762,640,NA,1580,NA,NA,202,NA,NA,NA,NA,NA,331,945,NA,NA,NA,NA,NA,NA,NA,225,57,NA,42,211,NA,NA,737,0,2360,NA,3350,NA
1986-04-05,123,310,NA,709,640,NA,1550,NA,NA,195,NA,NA,NA,NA,NA,319,916,NA,NA,NA,NA,NA,NA,NA,207,59,NA,42,180,NA,NA,791,0,2130,NA,3050,NA
1986-04-06,120,303,NA,668,640,NA,1480,NA,NA,207,NA,NA,NA,NA,NA,322,942,NA,NA,NA,NA,NA,NA,NA,203,59,NA,43,173,NA,NA,790,0,2120,NA,2290,NA
1986-04-07,119,295,NA,688,640,NA,1460,NA,NA,205,NA,NA,NA,NA,NA,309,1020,NA,NA,NA,NA,NA,NA,NA,203,59,NA,43,190,NA,NA,791,9.5,2130,NA,3300,NA
1986-04-08,108,269,NA,588,640,NA,1400,NA,NA,155,NA,NA,NA,NA,NA,251,877,NA,NA,NA,NA,NA,NA,NA,175,59,NA,42,157,NA,NA,792,83,1880,NA,2730,NA
1986-04-09,103,256,NA,492,640,NA,1330,NA,NA,150,NA,NA,NA,NA,NA,237,833,NA,NA,NA,NA,NA,NA,NA,158,59,NA,42,114,NA,NA,853,109,1690,NA,2680,NA
1986-04-10,110,282,NA,534,640,NA,1270,NA,NA,229,NA,NA,NA,NA,NA,311,997,NA,NA,NA,NA,NA,NA,NA,188,60,NA,42,125,NA,NA,725,118,1680,NA,2880,NA
1986-04-11,120,303,NA,614,619,NA,1290,NA,NA,297,NA,NA,NA,NA,NA,382,1220,NA,NA,NA,NA,NA,NA,NA,218,59,NA,43,165,NA,NA,736,158,1730,NA,2930,NA
1986-04-12,128,327,NA,734,624,NA,1380,NA,NA,281,NA,NA,NA,NA,NA,394,1320,NA,NA,NA,NA,NA,NA,NA,247,59,NA,43,207,NA,NA,737,158,1730,NA,2820,NA
1986-04-13,118,281,NA,591,625,NA,1410,NA,NA,184,NA,NA,NA,NA,NA,283,1010,NA,NA,NA,NA,NA,NA,NA,202,58,NA,42,185,NA,NA,707,162,1750,NA,2420,NA
1986-04-14,110,263,NA,482,640,NA,1320,NA,NA,167,NA,NA,NA,NA,NA,247,888,NA,NA,NA,NA,NA,NA,NA,174,58,NA,34,147,NA,NA,683,207,1780,NA,2480,NA
1986-04-15,106,259,NA,464,640,NA,1230,NA,NA,176,NA,NA,NA,NA,NA,257,900,NA,NA,NA,NA,NA,NA,NA,168,59,NA,25,133,NA,NA,726,251,1750,NA,2750,NA
1986-04-16,99,242,NA,431,640,NA,1200,NA,NA,154,NA,NA,NA,NA,NA,232,862,NA,NA,NA,NA,NA,NA,NA,158,59,NA,27,121,NA,NA,723,270,1370,NA,2760,NA
1986-04-17,91,226,NA,330,640,NA,1150,NA,NA,131,NA,NA,NA,NA,NA,197,801,NA,NA,NA,NA,NA,NA,NA,146,58,NA,43,90,NA,NA,675,270,1130,NA,2800,NA
1986-04-18,88,220,NA,289,640,NA,1080,NA,NA,144,NA,NA,NA,NA,NA,193,758,NA,NA,NA,NA,NA,NA,NA,139,59,NA,43,72,NA,NA,658,321,1140,NA,2770,NA
1986-04-19,97,244,NA,283,640,NA,1040,NA,NA,211,NA,NA,NA,NA,NA,253,874,NA,NA,NA,NA,NA,NA,NA,166,60,NA,43,77,NA,NA,685,337,1140,NA,2010,NA
1986-04-20,124,315,NA,437,640,NA,1060,NA,NA,357,NA,NA,NA,NA,NA,407,1220,NA,NA,NA,NA,NA,NA,NA,195,59,NA,44,140,NA,NA,715,354,1120,NA,2110,NA
1986-04-21,168,430,NA,788,640,NA,1200,NA,NA,505,NA,NA,NA,NA,NA,587,1660,NA,NA,NA,NA,NA,NA,NA,215,59,NA,43,129,NA,NA,716,357,1120,NA,1920,NA
1986-04-22,212,534,NA,1260,640,NA,1540,NA,NA,570,NA,NA,NA,NA,NA,691,2200,NA,NA,NA,NA,NA,NA,NA,302,60,NA,44,230,NA,NA,753,385,1110,NA,2180,NA
1986-04-23,224,532,NA,1490,640,NA,1960,NA,NA,450,NA,NA,NA,NA,NA,636,2020,NA,NA,NA,NA,NA,NA,NA,402,60,NA,46,357,NA,NA,797,397,1090,NA,2220,NA
1986-04-24,196,457,NA,1300,640,NA,2020,NA,NA,346,NA,NA,NA,NA,NA,504,1580,NA,NA,NA,NA,NA,NA,NA,381,59,NA,46,378,NA,NA,845,405,1080,NA,2180,NA
1986-04-25,178,427,NA,1120,640,NA,1910,NA,NA,322,NA,NA,NA,NA,NA,444,1450,NA,NA,NA,NA,NA,NA,NA,322,59,NA,45,308,NA,NA,876,395,1100,NA,2670,NA
1986-04-26,167,397,NA,1000,640,NA,1800,NA,NA,271,NA,NA,NA,NA,NA,380,1320,NA,NA,NA,NA,NA,NA,NA,289,58,NA,44,268,NA,NA,895,383,1100,NA,2880,NA
1986-04-27,172,429,NA,934,640,NA,1680,NA,NA,344,NA,NA,NA,NA,NA,417,1270,NA,NA,NA,NA,NA,NA,NA,291,59,NA,45,228,NA,NA,901,384,1110,NA,2610,NA
1986-04-28,210,527,NA,1190,640,NA,1180,NA,NA,441,NA,NA,NA,NA,NA,572,1680,NA,NA,NA,NA,NA,NA,NA,436,59,NA,45,375,NA,NA,974,385,1090,NA,2580,NA
1986-04-29,345,550,NA,1230,640,NA,1300,NA,NA,433,NA,NA,NA,NA,NA,584,1760,NA,NA,NA,NA,NA,NA,NA,469,59,NA,45,460,NA,NA,1030,386,1080,NA,2890,NA
1986-04-30,424,556,NA,1250,640,NA,1530,NA,NA,416,NA,NA,NA,NA,NA,558,1690,NA,NA,NA,NA,NA,NA,NA,452,58,NA,45,445,NA,NA,1040,388,1140,NA,3020,NA
1986-05-01,429,562,NA,1370,630,NA,1600,NA,NA,378,NA,NA,NA,NA,NA,552,1680,NA,NA,NA,NA,NA,NA,NA,438,58,NA,45,438,NA,NA,1060,448,1110,NA,2610,NA
1986-05-02,447,591,NA,1470,630,NA,1660,NA,NA,465,NA,NA,NA,NA,NA,601,1650,NA,NA,NA,NA,NA,NA,NA,430,59,NA,45,394,NA,NA,949,455,1140,NA,2890,NA
1986-05-03,476,592,NA,1650,630,NA,1980,NA,NA,474,NA,NA,NA,NA,NA,686,2110,NA,NA,NA,NA,NA,NA,NA,515,59,NA,45,529,NA,NA,900,456,1160,NA,2800,NA
1986-05-04,376,474,NA,1600,630,NA,2240,NA,NA,269,NA,NA,NA,NA,NA,455,1590,NA,NA,NA,NA,NA,NA,NA,363,57,NA,44,410,NA,NA,901,455,1150,NA,2610,NA
1986-05-05,286,404,NA,1150,630,NA,1510,NA,NA,190,NA,NA,NA,NA,NA,335,1180,NA,NA,NA,NA,NA,NA,NA,256,57,NA,44,250,NA,NA,903,456,1100,NA,2640,NA
1986-05-06,234,358,NA,620,630,NA,1240,NA,NA,161,NA,NA,NA,NA,NA,281,998,NA,NA,NA,NA,NA,NA,NA,207,58,NA,43,178,NA,NA,905,454,1050,NA,2630,NA
1986-05-07,200,322,NA,428,630,NA,1160,NA,NA,143,NA,NA,NA,NA,NA,239,883,NA,NA,NA,NA,NA,NA,NA,176,58,NA,45,125,NA,NA,906,426,1080,NA,2520,NA
1986-05-08,185,310,NA,428,630,NA,1080,NA,NA,170,NA,NA,NA,NA,NA,246,882,NA,NA,NA,NA,NA,NA,NA,169,59,NA,44,102,NA,NA,908,421,1080,NA,2650,NA
1986-05-09,285,330,NA,430,630,NA,966,NA,NA,234,NA,NA,NA,NA,NA,290,976,NA,NA,NA,NA,NA,NA,NA,190,59,NA,44,109,NA,NA,910,424,1080,NA,2720,NA
1986-05-10,349,378,NA,463,630,NA,938,NA,NA,311,NA,NA,NA,NA,NA,388,1230,NA,NA,NA,NA,NA,NA,NA,273,60,NA,45,186,NA,NA,912,456,1050,NA,2580,NA
1986-05-11,351,393,NA,586,630,NA,822,NA,NA,318,NA,NA,NA,NA,NA,403,1310,NA,NA,NA,NA,NA,NA,NA,310,59,NA,46,253,NA,NA,915,456,1050,NA,2570,NA
1986-05-12,363,447,NA,1050,630,NA,672,NA,NA,363,NA,NA,NA,NA,NA,443,1350,NA,NA,NA,NA,NA,NA,NA,362,58,NA,46,299,NA,NA,917,456,1050,NA,2630,NA
1986-05-13,384,511,NA,1250,630,NA,671,NA,NA,378,NA,NA,NA,NA,NA,505,1520,NA,NA,NA,NA,NA,NA,NA,453,59,NA,47,416,NA,NA,919,456,1060,NA,2620,NA
1986-05-14,402,559,NA,1410,630,NA,696,NA,NA,395,NA,NA,NA,NA,NA,527,1510,NA,NA,NA,NA,NA,NA,NA,474,59,NA,47,454,NA,NA,922,455,1060,NA,2620,NA
1986-05-15,423,612,NA,1680,630,NA,1750,NA,NA,424,NA,NA,NA,NA,NA,572,1610,NA,NA,NA,NA,NA,NA,NA,519,59,NA,47,500,NA,NA,924,454,1060,NA,2630,NA
1986-05-16,487,654,NA,1910,611,NA,2470,NA,NA,432,NA,NA,NA,NA,NA,596,1680,NA,NA,NA,NA,NA,NA,NA,559,59,NA,45,556,NA,NA,924,453,1070,NA,2720,NA
1986-05-17,521,694,NA,1910,560,NA,2370,NA,NA,463,NA,NA,NA,NA,NA,634,1710,NA,NA,NA,NA,NA,NA,NA,586,59,NA,46,582,NA,NA,926,439,1090,NA,2580,NA
1986-05-18,584,797,NA,2120,560,NA,2820,NA,NA,545,NA,NA,NA,NA,NA,751,1880,NA,NA,NA,NA,NA,NA,NA,667,59,NA,46,673,NA,NA,929,425,1100,NA,2580,NA
1986-05-19,697,878,NA,2530,560,NA,3080,NA,NA,514,NA,NA,NA,NA,NA,856,2060,NA,NA,NA,NA,NA,NA,NA,729,60,NA,45,749,NA,NA,952,428,1080,NA,2200,NA
1986-05-20,710,875,NA,2920,560,NA,3600,NA,NA,465,NA,NA,NA,NA,NA,833,2020,NA,NA,NA,NA,NA,NA,NA,698,58,NA,46,775,NA,NA,1000,461,1000,NA,2420,NA
1986-05-21,613,767,NA,2410,560,NA,2800,NA,NA,375,NA,NA,NA,NA,NA,673,1650,NA,NA,NA,NA,NA,NA,NA,552,58,NA,46,592,NA,NA,1000,470,981,NA,2540,NA
1986-05-22,566,692,NA,1800,560,NA,2590,NA,NA,321,NA,NA,NA,NA,NA,557,1430,NA,NA,NA,NA,NA,NA,NA,473,58,NA,45,483,NA,NA,1000,468,980,NA,2520,NA
1986-05-23,546,685,NA,1480,560,NA,1960,NA,NA,320,NA,NA,NA,NA,NA,545,1370,NA,NA,NA,NA,NA,NA,NA,454,59,NA,44,440,NA,NA,1000,468,989,NA,2810,NA
1986-05-24,551,737,NA,1640,560,NA,2140,NA,NA,333,NA,NA,NA,NA,NA,587,1340,NA,NA,NA,NA,NA,NA,NA,489,59,NA,45,436,NA,NA,1000,467,992,NA,2740,NA
1986-05-25,601,900,NA,2330,560,NA,2890,NA,NA,473,NA,NA,NA,NA,NA,811,1710,NA,NA,NA,NA,NA,NA,NA,662,59,NA,47,639,NA,NA,1000,466,989,NA,2750,NA
1986-05-26,641,994,NA,2540,560,NA,2960,NA,NA,529,NA,NA,NA,NA,NA,908,1920,NA,NA,NA,NA,NA,NA,NA,754,59,NA,46,776,NA,NA,1000,466,992,NA,2670,NA
1986-05-27,666,1060,NA,2660,560,NA,3250,NA,NA,536,NA,NA,NA,NA,NA,950,1960,NA,NA,NA,NA,NA,NA,NA,808,59,NA,46,848,NA,NA,1000,466,999,NA,3070,NA
1986-05-28,701,1160,NA,2990,560,NA,3550,NA,NA,543,NA,NA,NA,NA,NA,1040,2000,NA,NA,NA,NA,NA,NA,NA,854,59,NA,46,902,NA,NA,1010,473,996,NA,2590,NA
1986-05-29,943,1220,NA,3570,560,NA,4090,NA,NA,607,NA,NA,NA,NA,NA,1080,2110,NA,NA,NA,NA,NA,NA,NA,863,59,NA,46,939,NA,NA,1010,475,984,NA,2710,NA
1986-05-30,1000,1230,NA,3480,560,NA,3780,NA,NA,541,NA,NA,NA,NA,NA,1090,2000,NA,NA,NA,NA,NA,NA,NA,814,59,NA,46,866,NA,NA,1010,475,990,NA,2700,NA
1986-05-31,1080,1320,NA,3580,560,NA,3560,NA,NA,546,NA,NA,NA,NA,NA,1150,2040,NA,NA,NA,NA,NA,NA,NA,862,59,NA,47,923,NA,NA,1010,475,982,NA,2460,NA
1986-06-01,1140,1260,NA,3630,560,NA,3540,NA,NA,558,NA,NA,NA,NA,NA,1200,2040,NA,NA,NA,NA,NA,NA,NA,840,59,NA,48,902,NA,NA,1020,475,979,NA,2840,NA
1986-06-02,1020,1190,NA,3400,560,NA,3310,NA,NA,557,NA,NA,NA,NA,NA,1010,1920,NA,NA,NA,NA,NA,NA,NA,788,59,NA,48,836,NA,NA,1060,477,1160,NA,2680,NA
1986-06-03,955,1210,NA,3070,560,NA,2940,NA,NA,464,NA,NA,NA,NA,NA,964,1720,NA,NA,NA,NA,NA,NA,NA,837,59,NA,48,883,NA,NA,1100,478,1240,NA,2780,NA
1986-06-04,862,1110,NA,2950,560,NA,2850,NA,NA,429,NA,NA,NA,NA,NA,829,1580,NA,NA,NA,NA,NA,NA,NA,767,58,NA,49,832,NA,NA,1110,478,1240,NA,2830,NA
1986-06-05,687,1010,NA,2300,560,NA,2050,NA,NA,329,NA,NA,NA,NA,NA,703,1330,NA,NA,NA,NA,NA,NA,NA,642,57,NA,49,687,NA,NA,1110,478,1240,NA,3090,NA
1986-06-06,620,934,NA,1670,560,NA,1110,NA,NA,282,NA,NA,NA,NA,NA,613,1180,NA,NA,NA,NA,NA,NA,NA,580,57,NA,46,568,NA,NA,1110,478,1240,NA,3010,NA
1986-06-07,583,845,NA,1900,560,NA,1790,NA,NA,258,NA,NA,NA,NA,NA,530,1090,NA,NA,NA,NA,NA,NA,NA,516,58,NA,47,537,NA,NA,1110,478,1240,NA,3020,NA
1986-06-08,493,759,NA,1350,560,NA,1380,NA,NA,216,NA,NA,NA,NA,NA,435,912,NA,NA,NA,NA,NA,NA,NA,433,58,NA,49,421,NA,NA,1120,478,1240,NA,3190,NA
1986-06-09,462,753,NA,1300,560,NA,1230,NA,NA,206,NA,NA,NA,NA,NA,438,885,NA,NA,NA,NA,NA,NA,NA,472,59,NA,50,437,NA,NA,1080,478,1240,NA,3340,NA
1986-06-10,478,749,NA,1330,560,NA,1250,NA,NA,195,NA,NA,NA,NA,NA,431,844,NA,NA,NA,NA,NA,NA,NA,434,57,NA,49,425,NA,NA,1040,478,1230,NA,3060,NA
1986-06-11,492,760,NA,1360,560,NA,1260,NA,NA,199,NA,NA,NA,NA,NA,446,856,NA,NA,NA,NA,NA,NA,NA,459,59,NA,50,342,NA,NA,1040,478,1240,NA,3020,NA
1986-06-12,518,808,NA,1390,560,NA,1270,NA,NA,185,NA,NA,NA,NA,NA,449,808,NA,NA,NA,NA,NA,NA,NA,482,60,NA,50,387,NA,NA,1040,481,1240,NA,2700,NA
1986-06-13,586,846,NA,1600,560,NA,1440,NA,NA,200,NA,NA,NA,NA,NA,493,856,NA,NA,NA,NA,NA,NA,NA,518,59,NA,50,454,NA,NA,1040,487,1050,NA,3000,NA
1986-06-14,661,864,NA,1810,560,NA,1820,NA,NA,200,NA,NA,NA,NA,NA,509,863,NA,NA,NA,NA,NA,NA,NA,540,59,NA,49,480,NA,NA,1040,488,942,NA,2470,NA
1986-06-15,649,808,NA,1720,560,NA,1750,NA,NA,187,NA,NA,NA,NA,NA,448,814,NA,NA,NA,NA,NA,NA,NA,494,59,NA,49,467,NA,NA,1040,489,935,NA,2430,NA
1986-06-16,579,772,NA,1420,560,NA,1410,NA,NA,158,NA,NA,NA,NA,NA,404,698,NA,NA,NA,NA,NA,NA,NA,424,58,NA,49,434,NA,NA,1050,489,968,NA,2680,NA
1986-06-17,575,773,NA,1390,560,NA,1440,NA,NA,147,NA,NA,NA,NA,NA,400,657,NA,NA,NA,NA,NA,NA,NA,433,59,NA,49,348,NA,NA,1080,468,970,NA,2610,NA
1986-06-18,604,751,NA,1450,560,NA,1670,NA,NA,144,NA,NA,NA,NA,NA,406,668,NA,NA,NA,NA,NA,NA,NA,467,60,NA,49,322,NA,NA,1110,474,988,NA,2650,NA
1986-06-19,530,662,NA,1180,560,NA,1230,NA,NA,144,NA,NA,NA,NA,NA,329,598,NA,NA,NA,NA,NA,NA,NA,397,58,NA,49,360,NA,NA,1140,485,999,NA,2700,NA
1986-06-20,460,603,NA,916,560,NA,1020,NA,NA,108,NA,NA,NA,NA,NA,271,469,NA,NA,NA,NA,NA,NA,NA,324,58,NA,49,282,NA,NA,1150,489,990,NA,2770,NA
1986-06-21,447,603,NA,862,560,NA,947,NA,NA,88,NA,NA,NA,NA,NA,265,411,NA,NA,NA,NA,NA,NA,NA,295,59,NA,48,136,NA,NA,1150,489,990,NA,2840,NA
1986-06-22,462,626,NA,935,549,NA,919,NA,NA,84,NA,NA,NA,NA,NA,283,421,NA,NA,NA,NA,NA,NA,NA,320,59,NA,49,134,NA,NA,1150,489,989,NA,2740,NA
1986-06-23,480,632,NA,973,549,NA,1020,NA,NA,86,NA,NA,NA,NA,NA,292,435,NA,NA,NA,NA,NA,NA,NA,310,59,NA,49,215,NA,NA,1150,488,991,NA,2870,NA
1986-06-24,492,633,NA,977,560,NA,1050,NA,NA,84,NA,NA,NA,NA,NA,289,427,NA,NA,NA,NA,NA,NA,NA,327,59,NA,48,231,NA,NA,1150,492,991,NA,2830,NA
1986-06-25,510,610,NA,990,560,NA,1010,NA,NA,74,NA,NA,NA,NA,NA,267,396,NA,NA,NA,NA,NA,NA,NA,318,59,NA,48,261,NA,NA,1150,496,988,NA,3110,NA
1986-06-26,513,597,NA,959,560,NA,1020,NA,NA,66,NA,NA,NA,NA,NA,251,361,NA,NA,NA,NA,NA,NA,NA,303,59,NA,48,249,NA,NA,1150,496,1010,NA,2960,NA
1986-06-27,522,591,NA,945,560,NA,1010,NA,NA,62,NA,NA,NA,NA,NA,239,343,NA,NA,NA,NA,NA,NA,NA,296,59,NA,48,217,NA,NA,1150,496,1010,NA,2610,NA
1986-06-28,546,538,NA,934,560,NA,1020,NA,NA,55,NA,NA,NA,NA,NA,213,317,NA,NA,NA,NA,NA,NA,NA,270,58,NA,48,230,NA,NA,1150,496,1000,NA,2600,NA
1986-06-29,468,466,NA,677,560,NA,832,NA,NA,47,NA,NA,NA,NA,NA,176,274,NA,NA,NA,NA,NA,NA,NA,211,58,NA,48,223,NA,NA,1150,466,1040,NA,2740,NA
1986-06-30,405,439,NA,526,560,NA,569,NA,NA,39,NA,NA,NA,NA,NA,154,236,NA,NA,NA,NA,NA,NA,NA,173,58,NA,49,93,NA,NA,1150,79,1010,NA,2530,NA
1986-07-01,413,449,NA,513,560,NA,548,NA,NA,33,NA,NA,NA,NA,NA,151,214,NA,NA,NA,NA,NA,NA,NA,153,59,NA,49,6.4,NA,NA,1150,98,992,NA,2300,NA
1986-07-02,389,457,NA,525,560,NA,617,NA,NA,31,NA,NA,NA,NA,NA,155,210,NA,NA,NA,NA,NA,NA,NA,169,60,NA,50,3,NA,NA,1150,211,1010,NA,2350,NA
1986-07-03,433,437,NA,530,560,NA,669,NA,NA,30,NA,NA,NA,NA,NA,146,200,NA,NA,NA,NA,NA,NA,NA,177,59,NA,51,68,NA,NA,1150,357,997,NA,2140,NA
1986-07-04,465,402,NA,623,560,NA,673,NA,NA,27,NA,NA,NA,NA,NA,134,181,NA,NA,NA,NA,NA,NA,NA,169,58,NA,48,79,NA,NA,1150,454,1000,NA,2560,NA
1986-07-05,406,346,NA,398,560,NA,516,NA,NA,24,NA,NA,NA,NA,NA,118,163,NA,NA,NA,NA,NA,NA,NA,147,58,NA,48,60,NA,NA,1150,476,1010,NA,2530,NA
1986-07-06,336,312,NA,289,560,NA,349,NA,NA,22,NA,NA,NA,NA,NA,103,142,NA,NA,NA,NA,NA,NA,NA,121,59,NA,49,27,NA,NA,1150,491,993,NA,2740,NA
1986-07-07,325,293,NA,227,560,NA,274,NA,NA,19,NA,NA,NA,NA,NA,96,129,NA,NA,NA,NA,NA,NA,NA,96,58,NA,48,9.9,NA,NA,1150,502,984,NA,2670,NA
1986-07-08,313,274,NA,167,560,NA,275,NA,NA,18,NA,NA,NA,NA,NA,88,120,NA,NA,NA,NA,NA,NA,NA,93,60,46,47,3.5,NA,NA,1150,504,986,NA,2680,NA
1986-07-09,298,254,NA,145,560,NA,247,NA,NA,16,NA,NA,NA,NA,NA,81,111,NA,NA,NA,NA,NA,NA,NA,91,59,45,37,2.4,NA,NA,1150,517,981,NA,2800,NA
1986-07-10,262,239,NA,73,560,NA,162,NA,NA,15,NA,NA,NA,NA,NA,73,104,NA,NA,NA,NA,NA,NA,NA,83,59,37,30,2.1,NA,NA,1150,521,779,NA,2810,NA
1986-07-11,278,245,NA,70,560,NA,151,NA,NA,14,NA,NA,NA,NA,NA,68,97,NA,NA,NA,NA,NA,NA,NA,79,60,31,30,2.1,NA,NA,1140,521,525,NA,2250,NA
1986-07-12,348,253,NA,68,560,NA,152,NA,NA,14,NA,NA,NA,NA,NA,73,94,NA,NA,NA,NA,NA,NA,NA,81,60,33,31,2.2,NA,NA,1140,521,415,NA,2180,NA
1986-07-13,380,244,NA,130,560,NA,151,NA,NA,13,NA,NA,NA,NA,NA,74,96,NA,NA,NA,NA,NA,NA,NA,79,60,31,31,2.1,NA,NA,1140,522,415,NA,2130,NA
