"Date","USGS 11292000 MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA","USGS 11292500 CLARK FORK STANISLAUS R NR DARDANELLE CA","USGS 11292610 DONNELL PH NR STRAWBERRY CA","USGS 11292700 MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA","USGS 11292820 BEARDSLEY PH NR STRAWBERRY CA","USGS 11292860 JW SOUTHERN PP A SND BAR DIV DAM NR LNG BRN CA","USGS 11292900 MF STANISLAUS R BL BEARDSLEY DAM CA","USGS 11293200 MF STANISLAUS R BL SND BAR DIV DAM NR AVERY CA","USGS 11293372 NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA","USGS 11293500 NF STANISLAUS R BL SILVER C CA","USGS 11293580 NF STANISLAUS R DIV TUNNEL NR BIG MDW CA","USGS 11293600 NF STANISLAUS R BL DIV D","USGS 11293700 HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA","USGS 11293710 NF STANISLAUS DIV TU OL BL HOBART C NR NSMD CA","USGS 11293760 NEW SPICER MDW DAM PP A NSMD NR B MDW CA","USGS 11294000 HIGHLAND C BL SPICER MEADOWS RES CA","USGS 11294500 NF STANISLAUS R NR AVERY CA","USGS 11295210 BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA","USGS 11295230 BEAVER CR BL DIV DAM NR ARNOLD CA","USGS 11295250 COLLIERVILLE PP NR MURPHYS CA","USGS 11295270 NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA","USGS 11295300 NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA","USGS 11295340 MILL C BL HUNTER RES A HATHAWAY PINES CA","USGS 11295505 STANISLAUS PP NR HATHAWAY PINES CA","USGS 11296500 SF STANISLAUS R A STRAWBERRY CA","USGS 11297000 PHILADELPHIA CN NR STRAWBERRY CA","USGS 11297200 SF STANISLAUS R NR STRAWBERRY CA","USGS 11297500 TUOLUMNE CN NR LONG BARN CA","USGS 11298000 SF STANISLAUS R NR LONG BARN CA","USGS 11298650 ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA","USGS 11298700 ANGELS C BL UTICA D DIV DAM NR MURPHYS CA","USGS 11300500 S SAN JOAQUIN CN NR KNIGHTS FERRY CA","USGS 11301000 OAKDALE CN NR KNIGHTS FERRY CA","USGS 11302000 STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA","USGS 11292615 MF STANISLAUS R LOW FLOW REL BL DONNELL LAKE","USGS 11299200 NEW MELONES PP BL NEW MELONES DAM NR SONORA CA","USGS 11299996 TULLOCH PH NR KNIGHTS FERRY CA"
1975-11-13,29,72,NA,55,0,NA,299,17,NA,39,NA,NA,NA,NA,NA,2.6,116,NA,NA,NA,NA,NA,NA,NA,63,54,12,31,2.1,NA,NA,0.9,1.3,51,NA,0,409
1975-11-14,29,70,NA,56,415,NA,483,17,NA,36,NA,NA,NA,NA,NA,2.8,113,NA,NA,NA,NA,NA,NA,NA,63,61,5.4,31,2.8,NA,NA,0.9,1.5,52,NA,217,407
1975-11-15,27,67,NA,53,486,NA,489,22,NA,33,NA,NA,NA,NA,NA,2.9,105,NA,NA,NA,NA,NA,NA,NA,62,60,4.9,31,3.3,NA,NA,1.4,1.9,58,NA,435,402
1975-11-16,28,70,NA,72,468,NA,491,29,NA,49,NA,NA,NA,NA,NA,3,167,NA,NA,NA,NA,NA,NA,NA,65,61,8.3,31,3.4,NA,NA,2,2.1,115,NA,435,393
1975-11-17,25,64,NA,76,479,NA,487,28,NA,43,NA,NA,NA,NA,NA,3.1,223,NA,NA,NA,NA,NA,NA,NA,64,61,6.4,31,3.3,NA,NA,2.2,2.1,285,NA,435,394
1975-11-18,20,55,NA,60,474,NA,482,26,NA,32,NA,NA,NA,NA,NA,3,130,NA,NA,NA,NA,NA,NA,NA,59,59,3.2,31,2.8,NA,NA,2.4,1.7,172,NA,456,392
1975-11-19,28,54,NA,57,561,NA,478,24,NA,29,NA,NA,NA,NA,NA,3,103,NA,NA,NA,NA,NA,NA,NA,60,60,4,31,2,NA,NA,2.4,1.9,192,NA,498,392
1975-11-20,23,53,NA,55,498,NA,483,27,NA,29,NA,NA,NA,NA,NA,3.1,103,NA,NA,NA,NA,NA,NA,NA,59,60,3,29,2.1,NA,NA,2.2,1.7,190,NA,456,393
1975-11-21,22,51,NA,50,430,NA,485,25,NA,28,NA,NA,NA,NA,NA,3.1,104,NA,NA,NA,NA,NA,NA,NA,61,59,4.9,26,2.2,NA,NA,2,1.7,198,NA,456,394
1975-11-22,21,48,NA,49,490,NA,485,28,NA,28,NA,NA,NA,NA,NA,3.1,95,NA,NA,NA,NA,NA,NA,NA,63,61,6.3,26,2.2,NA,NA,2,1.7,200,NA,477,398
1975-11-23,21,49,NA,47,464,NA,480,27,NA,28,NA,NA,NA,NA,NA,3.1,88,NA,NA,NA,NA,NA,NA,NA,63,60,5.7,26,2.2,NA,NA,2,1.7,192,NA,435,403
1975-11-24,20,50,NA,46,472,NA,486,28,NA,30,NA,NA,NA,NA,NA,3.1,85,NA,NA,NA,NA,NA,NA,NA,62,60,5.2,26,2.2,NA,NA,2,1.5,188,NA,456,404
1975-11-25,20,50,NA,46,475,NA,483,29,NA,32,NA,NA,NA,NA,NA,3.2,87,NA,NA,NA,NA,NA,NA,NA,62,60,4.9,26,2.2,NA,NA,2,1.7,202,NA,456,404
1975-11-26,20,50,NA,46,471,NA,492,33,NA,32,NA,NA,NA,NA,NA,3.2,93,NA,NA,NA,NA,NA,NA,NA,62,60,4.9,26,2.2,NA,NA,2,1.9,200,NA,394,403
1975-11-27,20,47,NA,48,483,NA,492,33,NA,32,NA,NA,NA,NA,NA,3.2,94,NA,NA,NA,NA,NA,NA,NA,62,60,5.3,26,2.2,NA,NA,2,1.5,190,NA,435,404
1975-11-28,20,44,NA,50,479,NA,489,33,NA,32,NA,NA,NA,NA,NA,3.3,95,NA,NA,NA,NA,NA,NA,NA,63,61,5.9,26,2.2,NA,NA,2,1.1,182,NA,456,404
1975-11-29,19,30,NA,45,458,NA,487,31,NA,32,NA,NA,NA,NA,NA,3.3,82,NA,NA,NA,NA,NA,NA,NA,63,60,5.3,26,2.2,NA,NA,2,0.98,185,NA,435,403
1975-11-30,19,35,NA,47,470,NA,486,30,NA,32,NA,NA,NA,NA,NA,3.2,89,NA,NA,NA,NA,NA,NA,NA,67,61,7.9,26,2.2,NA,NA,2,0.98,182,NA,456,402
1975-12-01,21,44,NA,48,486,NA,486,33,NA,35,NA,NA,NA,NA,NA,3.3,91,NA,NA,NA,NA,NA,NA,NA,66,61,8,18,2.4,NA,NA,2,5,195,NA,456,403
1975-12-02,20,52,NA,51,487,NA,474,26,NA,39,NA,NA,NA,NA,NA,3.6,108,NA,NA,NA,NA,NA,NA,NA,67,61,8.8,17,2.5,NA,NA,1.8,7,182,NA,456,404
1975-12-03,20,58,NA,53,469,NA,471,21,NA,37,NA,NA,NA,NA,NA,3.8,113,NA,NA,NA,NA,NA,NA,NA,67,61,9,19,2.6,NA,NA,1.8,7,198,NA,456,404
1975-12-04,19,57,NA,52,455,NA,472,20,NA,35,NA,NA,NA,NA,NA,4.1,109,NA,NA,NA,NA,NA,NA,NA,67,61,8.7,20,2.2,NA,NA,1.8,3.4,185,NA,456,404
1975-12-05,20,56,NA,50,456,NA,468,20,NA,35,NA,NA,NA,NA,NA,4.3,104,NA,NA,NA,NA,NA,NA,NA,67,61,8.6,23,2.3,NA,NA,1.8,2.6,185,NA,477,404
1975-12-06,19,51,NA,50,452,NA,463,19,NA,17,NA,NA,NA,NA,NA,4.7,104,NA,NA,NA,NA,NA,NA,NA,66,61,8,40,2.4,NA,NA,1.8,2.6,185,NA,456,403
1975-12-07,19,46,NA,48,455,NA,466,18,NA,12,NA,NA,NA,NA,NA,5.7,98,NA,NA,NA,NA,NA,NA,NA,65,61,7.1,40,2.4,NA,NA,1.8,2.6,182,NA,435,393
1975-12-08,19,47,NA,48,472,NA,465,20,NA,10,NA,NA,NA,NA,NA,25,94,NA,NA,NA,NA,NA,NA,NA,63,61,6.9,24,2.4,NA,NA,1.8,3,188,NA,435,400
1975-12-09,18,45,NA,46,437,NA,468,19,NA,8.6,NA,NA,NA,NA,NA,30,100,NA,NA,NA,NA,NA,NA,NA,65,61,6.4,20,2,NA,NA,1.8,14,192,NA,456,403
1975-12-10,18,45,NA,46,450,NA,465,19,NA,8.1,NA,NA,NA,NA,NA,29,95,NA,NA,NA,NA,NA,NA,NA,65,61,6.3,21,2.1,NA,NA,1.8,20,195,NA,456,392
1975-12-11,18,45,NA,46,463,NA,465,19,NA,7.8,NA,NA,NA,NA,NA,27,92,NA,NA,NA,NA,NA,NA,NA,63,61,5.4,21,2.1,NA,NA,1.8,16,190,NA,456,376
1975-12-12,19,50,NA,47,450,NA,465,20,NA,8.2,NA,NA,NA,NA,NA,31,94,NA,NA,NA,NA,NA,NA,NA,63,61,6.2,30,1.9,NA,NA,3.2,16,192,NA,477,376
1975-12-13,19,48,NA,46,443,NA,466,19,NA,7.6,NA,NA,NA,NA,NA,27,97,NA,NA,NA,NA,NA,NA,NA,66,61,6.6,30,1.8,NA,NA,6.8,16,188,NA,456,377
1975-12-14,16,31,NA,43,438,NA,468,20,NA,7.5,NA,NA,NA,NA,NA,24,79,NA,NA,NA,NA,NA,NA,NA,63,61,5.7,30,1.8,NA,NA,7.1,15,182,NA,435,379
1975-12-15,20,35,NA,43,457,NA,468,20,NA,7.7,NA,NA,NA,NA,NA,31,84,NA,NA,NA,NA,NA,NA,NA,65,61,7.3,30,1.8,NA,NA,7.1,15,185,NA,477,379
1975-12-16,19,40,NA,43,465,NA,471,20,NA,7.9,NA,NA,NA,NA,NA,29,89,NA,NA,NA,NA,NA,NA,NA,62,61,4.6,30,1.8,NA,NA,7.1,15,182,NA,456,383
1975-12-17,18,45,NA,44,449,NA,467,18,NA,7.6,NA,NA,NA,NA,NA,27,79,NA,NA,NA,NA,NA,NA,NA,64,61,5.8,29,2.2,NA,NA,7.1,15,185,NA,456,380
1975-12-18,18,43,NA,42,451,NA,465,12,NA,7.2,NA,NA,NA,NA,NA,37,74,NA,NA,NA,NA,NA,NA,NA,58,43,13,27,2.2,NA,NA,7.1,15,185,NA,456,378
1975-12-19,18,40,NA,42,471,NA,477,12,NA,6.9,NA,NA,NA,NA,NA,43,84,NA,NA,NA,NA,NA,NA,NA,50,46,7.5,25,2.2,NA,NA,7.1,15,188,NA,456,377
1975-12-20,18,40,NA,42,466,NA,478,15,NA,6.6,NA,NA,NA,NA,NA,43,89,NA,NA,NA,NA,NA,NA,NA,50,46,6.7,24,2.2,NA,NA,7.1,15,192,NA,456,376
1975-12-21,18,41,NA,41,476,NA,485,19,NA,6.5,NA,NA,NA,NA,NA,43,88,NA,NA,NA,NA,NA,NA,NA,47,47,3.7,24,2.1,NA,NA,7.1,15,185,NA,435,376
1975-12-22,17,42,NA,40,489,NA,488,22,NA,6.7,NA,NA,NA,NA,NA,42,92,NA,NA,NA,NA,NA,NA,NA,47,46,3.3,25,2.2,NA,NA,7.1,15,182,NA,456,380
1975-12-23,17,44,NA,40,492,NA,489,26,NA,6.6,NA,NA,NA,NA,NA,42,88,NA,NA,NA,NA,NA,NA,NA,49,47,4.9,25,2.2,NA,NA,7.1,15,182,NA,435,355
1975-12-24,17,45,NA,41,501,NA,488,24,NA,6.9,NA,NA,NA,NA,NA,42,89,NA,NA,NA,NA,NA,NA,NA,47,46,2.8,25,2.2,NA,NA,7.1,15,182,NA,435,351
1975-12-25,16,40,NA,40,569,NA,491,25,NA,6.9,NA,NA,NA,NA,NA,42,88,NA,NA,NA,NA,NA,NA,NA,46,46,2.7,25,2.1,NA,NA,7.1,14,180,NA,435,361
1975-12-26,16,40,NA,41,409,NA,491,25,NA,6.6,NA,NA,NA,NA,NA,41,88,NA,NA,NA,NA,NA,NA,NA,48,47,4,25,2,NA,NA,7.1,15,299,NA,456,360
1975-12-27,16,40,NA,40,470,NA,490,24,NA,6.7,NA,NA,NA,NA,NA,41,87,NA,NA,NA,NA,NA,NA,NA,46,46,3,24,2,NA,NA,6.8,16,708,NA,435,360
1975-12-28,17,42,NA,40,471,NA,492,25,NA,8.3,NA,NA,NA,NA,NA,41,86,NA,NA,NA,NA,NA,NA,NA,46,45,3.6,24,2.1,NA,NA,6.8,16,708,NA,456,361
1975-12-29,16,42,NA,42,479,NA,489,27,NA,8.5,NA,NA,NA,NA,NA,41,92,NA,NA,NA,NA,NA,NA,NA,47,45,4.2,25,2.1,NA,NA,7.1,16,708,NA,456,231
1975-12-30,16,42,NA,40,490,NA,492,28,NA,7.5,NA,NA,NA,NA,NA,41,91,NA,NA,NA,NA,NA,NA,NA,47,45,4.2,25,2.2,NA,NA,7.1,16,687,NA,456,359
1975-12-31,14,34,NA,36,481,NA,492,25,NA,6.2,NA,NA,NA,NA,NA,40,82,NA,NA,NA,NA,NA,NA,NA,46,45,3.3,25,2.2,NA,NA,7.1,16,708,NA,477,358
1976-01-01,15,29,NA,36,474,NA,490,24,NA,5.6,NA,NA,NA,NA,NA,41,77,NA,NA,NA,NA,NA,NA,NA,47,45,4,25,2.2,NA,NA,7.1,16,701,NA,435,357
1976-01-02,18,30,NA,37,538,NA,501,22,NA,5.6,NA,NA,NA,NA,NA,47,85,NA,NA,NA,NA,NA,NA,NA,29,32,9.9,22,2.2,NA,NA,7.1,6,708,NA,456,356
1976-01-03,18,37,NA,40,460,NA,520,18,NA,5.6,NA,NA,NA,NA,NA,53,91,NA,NA,NA,NA,NA,NA,NA,13,2.2,12,20,2.4,NA,NA,7.1,0,708,NA,456,358
1976-01-04,17,37,NA,41,521,NA,521,20,NA,5.6,NA,NA,NA,NA,NA,53,94,NA,NA,NA,NA,NA,NA,NA,13,2.6,12,20,2.4,NA,NA,7.1,0,708,NA,456,356
1976-01-05,16,36,NA,38,515,NA,519,19,NA,6,NA,NA,NA,NA,NA,53,92,NA,NA,NA,NA,NA,NA,NA,13,3,12,20,2.4,NA,NA,7.1,0,604,NA,456,370
1976-01-06,14,41,NA,36,513,NA,517,18,NA,5.8,NA,NA,NA,NA,NA,52,92,NA,NA,NA,NA,NA,NA,NA,13,2.9,11,20,2.4,NA,NA,7.1,0,538,NA,456,381
1976-01-07,15,38,NA,32,511,NA,518,18,NA,5.8,NA,NA,NA,NA,NA,52,90,NA,NA,NA,NA,NA,NA,NA,13,6.1,12,20,2.4,NA,NA,7.1,0,340,NA,415,529
1976-01-08,15,37,NA,32,516,NA,520,20,NA,5.6,NA,NA,NA,NA,NA,52,89,NA,NA,NA,NA,NA,NA,NA,13,2.8,10,20,2.2,NA,NA,4.8,0,188,NA,456,568
1976-01-09,15,40,NA,34,486,NA,512,18,NA,5.8,NA,NA,NA,NA,NA,51,92,NA,NA,NA,NA,NA,NA,NA,14,2.8,10,20,2.3,NA,NA,2.6,0,192,NA,456,611
1976-01-10,14,40,NA,33,609,NA,521,20,NA,6,NA,NA,NA,NA,NA,51,90,NA,NA,NA,NA,NA,NA,NA,14,5,12,20,2.2,NA,NA,2.4,0,198,NA,415,610
1976-01-11,15,40,NA,33,521,NA,522,20,NA,6,NA,NA,NA,NA,NA,51,91,NA,NA,NA,NA,NA,NA,NA,14,2.8,11,19,2.2,NA,NA,2.4,0,202,NA,435,708
1976-01-12,13,40,NA,33,436,NA,514,16,NA,6,NA,NA,NA,NA,NA,50,89,NA,NA,NA,NA,NA,NA,NA,15,2.8,10,20,2.2,NA,NA,161,0,202,NA,456,578
1976-01-13,15,38,NA,33,491,NA,515,18,NA,6,NA,NA,NA,NA,NA,50,88,NA,NA,NA,NA,NA,NA,NA,16,3.1,10,20,2.2,NA,NA,324,0,144,NA,456,802
1976-01-14,14,38,NA,33,529,NA,520,17,NA,6.4,NA,NA,NA,NA,NA,49,88,NA,NA,NA,NA,NA,NA,NA,16,2.8,9.8,17,2.2,NA,NA,423,0,30,NA,456,802
1976-01-15,14,38,NA,33,509,NA,517,17,NA,6.7,NA,NA,NA,NA,NA,49,88,NA,NA,NA,NA,NA,NA,NA,22,2.8,13,18,2.2,NA,NA,434,0,17,NA,435,803
1976-01-16,15,39,NA,33,497,NA,519,18,NA,7.5,NA,NA,NA,NA,NA,48,88,NA,NA,NA,NA,NA,NA,NA,26,2.8,20,18,2.2,NA,NA,444,8,7.9,NA,435,804
1976-01-17,15,39,NA,33,503,NA,516,16,NA,8.4,NA,NA,NA,NA,NA,48,90,NA,NA,NA,NA,NA,NA,NA,28,2.8,20,18,2.2,NA,NA,442,24,7.5,NA,456,803
1976-01-18,15,38,NA,33,560,NA,512,15,NA,8,NA,NA,NA,NA,NA,48,90,NA,NA,NA,NA,NA,NA,NA,28,2.8,20,18,2.2,NA,NA,444,18,7.1,NA,415,787
1976-01-19,14,37,NA,32,448,NA,513,14,NA,7.1,NA,NA,NA,NA,NA,45,88,NA,NA,NA,NA,NA,NA,NA,29,2.8,20,18,2.2,NA,NA,440,0,10,NA,456,792
1976-01-20,14,37,NA,32,574,NA,521,21,NA,6.6,NA,NA,NA,NA,NA,46,84,NA,NA,NA,NA,NA,NA,NA,29,2.5,20,17,2.2,NA,NA,424,0,26,NA,255,794
1976-01-21,15,40,NA,32,589,NA,524,19,NA,6.5,NA,NA,NA,NA,NA,46,83,NA,NA,NA,NA,NA,NA,NA,30,2.6,20,15,2.2,NA,NA,403,0,53,NA,0,526
1976-01-22,14,39,NA,31,530,NA,527,20,NA,6.4,NA,NA,NA,NA,NA,45,85,NA,NA,NA,NA,NA,NA,NA,29,2.6,20,14,2.2,NA,NA,405,0,53,NA,0,351
1976-01-23,15,37,NA,31,529,NA,525,19,NA,6.2,NA,NA,NA,NA,NA,45,85,NA,NA,NA,NA,NA,NA,NA,29,2.6,20,14,2.1,NA,NA,412,6.8,45,NA,0,349
1976-01-24,15,37,NA,31,498,NA,523,21,NA,6.4,NA,NA,NA,NA,NA,44,87,NA,NA,NA,NA,NA,NA,NA,28,2.6,20,14,2,NA,NA,424,18,27,NA,0,336
1976-01-25,14,37,NA,30,547,NA,520,20,NA,6,NA,NA,NA,NA,NA,43,81,NA,NA,NA,NA,NA,NA,NA,23,2.6,20,14,1.9,NA,NA,426,12,26,NA,0,302
1976-01-26,15,35,NA,30,528,NA,524,20,NA,5.8,NA,NA,NA,NA,NA,43,85,NA,NA,NA,NA,NA,NA,NA,21,2.6,20,14,1.8,NA,NA,430,0,25,NA,0,285
1976-01-27,14,36,NA,30,515,NA,525,20,NA,6,NA,NA,NA,NA,NA,42,85,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,14,1.8,NA,NA,428,0,24,NA,374,285
1976-01-28,14,36,NA,29,551,NA,515,18,NA,6.4,NA,NA,NA,NA,NA,40,84,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,14,1.7,NA,NA,431,0,23,NA,669,285
1976-01-29,14,36,NA,29,565,NA,512,16,NA,6.7,NA,NA,NA,NA,NA,39,83,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,15,1.5,NA,NA,619,249,20,NA,757,605
1976-01-30,14,36,NA,29,550,NA,510,14,NA,6.9,NA,NA,NA,NA,NA,38,82,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,15,1.4,NA,NA,651,313,15,NA,540,784
1976-01-31,14,36,NA,30,525,NA,509,13,NA,7.1,NA,NA,NA,NA,NA,37,81,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,16,1.4,NA,NA,675,350,8.7,NA,604,558
1976-02-01,14,36,NA,30,510,NA,511,13,NA,7.3,NA,NA,NA,NA,NA,36,80,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,18,1.4,NA,NA,683,361,5.8,NA,498,305
1976-02-02,14,36,NA,29,510,NA,515,12,NA,7.5,NA,NA,NA,NA,NA,24,79,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,18,1.4,NA,NA,703,363,5.5,NA,583,320
1976-02-03,14,36,NA,29,510,NA,517,13,NA,7.3,NA,NA,NA,NA,NA,16,68,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,18,1.4,NA,NA,706,369,5.5,NA,713,318
1976-02-04,13,36,NA,31,510,NA,518,14,NA,7,NA,NA,NA,NA,NA,17,60,NA,NA,NA,NA,NA,NA,NA,22,2.6,21,18,1.6,NA,NA,708,370,5.5,NA,604,301
1976-02-05,14,32,NA,31,505,NA,519,15,NA,6.9,NA,NA,NA,NA,NA,17,59,NA,NA,NA,NA,NA,NA,NA,22,2.7,21,18,1.8,NA,NA,657,230,4.7,NA,583,300
1976-02-06,13,33,NA,31,490,NA,519,15,NA,6.8,NA,NA,NA,NA,NA,17,56,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,18,1.8,NA,NA,554,66,2.6,NA,519,300
1976-02-07,15,36,NA,31,490,NA,515,14,NA,6.7,NA,NA,NA,NA,NA,17,59,NA,NA,NA,NA,NA,NA,NA,22,2.6,20,18,1.8,NA,NA,552,80,2.6,NA,374,299
1976-02-08,14,37,NA,30,489,NA,515,16,NA,7.2,NA,NA,NA,NA,NA,17,61,NA,NA,NA,NA,NA,NA,NA,21,2.6,20,18,1.9,NA,NA,552,80,2.6,NA,374,296
1976-02-09,15,38,NA,38,485,NA,515,16,NA,9.2,NA,NA,NA,NA,NA,17,77,NA,NA,NA,NA,NA,NA,NA,22,2.6,22,18,2,NA,NA,524,75,2.6,NA,374,296
1976-02-10,14,36,NA,35,485,NA,515,15,NA,9.6,NA,NA,NA,NA,NA,17,77,NA,NA,NA,NA,NA,NA,NA,21,2.6,21,18,1.9,NA,NA,484,66,2.4,NA,374,297
1976-02-11,14,36,NA,33,485,NA,515,15,NA,9.9,NA,NA,NA,NA,NA,18,73,NA,NA,NA,NA,NA,NA,NA,21,2.6,21,18,1.9,NA,NA,484,50,2.6,NA,374,286
1976-02-12,15,37,NA,34,485,NA,513,14,NA,12,NA,NA,NA,NA,NA,18,77,NA,NA,NA,NA,NA,NA,NA,22,2.6,21,17,2,NA,NA,475,19,8.9,NA,354,372
1976-02-13,15,37,NA,36,485,NA,514,14,NA,14,NA,NA,NA,NA,NA,8.2,84,NA,NA,NA,NA,NA,NA,NA,22,2.6,21,17,2,NA,NA,454,12,34,NA,294,448
1976-02-14,15,39,NA,41,481,NA,508,15,NA,18,NA,NA,NA,NA,NA,1.2,96,NA,NA,NA,NA,NA,NA,NA,22,2.6,23,17,2,NA,NA,454,17,34,NA,0,1080
1976-02-15,15,37,NA,40,470,NA,508,14,NA,17,NA,NA,NA,NA,NA,1.3,89,NA,NA,NA,NA,NA,NA,NA,22,2.6,22,17,2,NA,NA,188,18,36,NA,0,1580
1976-02-16,14,36,NA,38,470,NA,508,13,NA,15,NA,NA,NA,NA,NA,1.3,75,NA,NA,NA,NA,NA,NA,NA,22,2.5,21,17,2,NA,NA,2.8,18,36,NA,0,1690
1976-02-17,14,37,NA,39,470,NA,506,12,NA,15,NA,NA,NA,NA,NA,1.3,78,NA,NA,NA,NA,NA,NA,NA,22,2.5,22,17,2,NA,NA,3.2,16,32,NA,0,1700
1976-02-18,14,37,NA,38,470,NA,504,12,NA,17,NA,NA,NA,NA,NA,1.3,80,NA,NA,NA,NA,NA,NA,NA,23,2.5,22,17,2,NA,NA,6.2,16,29,NA,0,1690
1976-02-19,14,37,NA,44,470,NA,503,11,NA,19,NA,NA,NA,NA,NA,1.2,102,NA,NA,NA,NA,NA,NA,NA,23,2.5,23,18,2,NA,NA,11,5.8,27,NA,0,1700
1976-02-20,17,32,NA,39,470,NA,504,13,NA,19,NA,NA,NA,NA,NA,1,86,NA,NA,NA,NA,NA,NA,NA,23,2.6,22,16,2.1,NA,NA,7.7,0,26,NA,0,1700
1976-02-21,17,34,NA,40,455,NA,505,12,NA,16,NA,NA,NA,NA,NA,0.98,91,NA,NA,NA,NA,NA,NA,NA,24,2.5,22,15,2.2,NA,NA,6.2,0,26,NA,0,1710
1976-02-22,16,34,NA,39,450,NA,507,13,NA,16,NA,NA,NA,NA,NA,0.94,86,NA,NA,NA,NA,NA,NA,NA,24,2.5,22,15,2.2,NA,NA,4.4,0,26,NA,0,1710
1976-02-23,15,35,NA,37,450,NA,513,14,NA,14,NA,NA,NA,NA,NA,0.94,78,NA,NA,NA,NA,NA,NA,NA,25,2,23,15,2.2,NA,NA,3.6,0,26,NA,0,1700
1976-02-24,14,36,NA,36,453,NA,508,12,NA,12,NA,NA,NA,NA,NA,0.89,73,NA,NA,NA,NA,NA,NA,NA,22,1.6,23,15,2.2,NA,NA,7.4,0,24,NA,0,1700
1976-02-25,14,37,NA,35,456,NA,504,11,NA,12,NA,NA,NA,NA,NA,0.89,72,NA,NA,NA,NA,NA,NA,NA,22,1.6,23,15,2.2,NA,NA,4.6,0,23,NA,0,1700
1976-02-26,15,37,NA,35,443,NA,505,12,NA,12,NA,NA,NA,NA,NA,0.87,69,NA,NA,NA,NA,NA,NA,NA,22,1.6,23,15,2.2,NA,NA,8.8,0,20,NA,0,1700
1976-02-27,15,38,NA,35,435,NA,504,13,NA,15,NA,NA,NA,NA,NA,2.1,72,NA,NA,NA,NA,NA,NA,NA,22,1.6,23,15,2.2,NA,NA,14,5.4,15,NA,0,1700
1976-02-28,15,39,NA,38,435,NA,504,14,NA,19,NA,NA,NA,NA,NA,3.3,81,NA,NA,NA,NA,NA,NA,NA,22,1.6,24,15,2.2,NA,NA,11,14,15,NA,0,1700
1976-02-29,14,39,NA,50,439,NA,503,15,NA,25,NA,NA,NA,NA,NA,3.4,133,NA,NA,NA,NA,NA,NA,NA,23,1.6,27,15,2.4,NA,NA,15,7.9,15,NA,0,1700
1976-03-01,16,33,NA,91,450,NA,508,16,NA,36,NA,NA,NA,NA,NA,3.4,138,NA,NA,NA,NA,NA,NA,NA,25,1.6,26,16,2.4,NA,NA,10,0,14,NA,0,1700
1976-03-02,16,33,NA,72,450,NA,505,15,NA,32,NA,NA,NA,NA,NA,3.5,130,NA,NA,NA,NA,NA,NA,NA,25,1.6,25,16,2.2,NA,NA,5.9,0,14,NA,0,1700
1976-03-03,16,32,NA,66,450,NA,224,13,NA,26,NA,NA,NA,NA,NA,3.5,121,NA,NA,NA,NA,NA,NA,NA,25,1.6,24,16,2.2,NA,NA,5.3,0,14,NA,0,1700
1976-03-04,17,31,NA,63,50,NA,28,19,NA,20,NA,NA,NA,NA,NA,3.6,107,NA,NA,NA,NA,NA,NA,NA,25,1.5,24,16,2.2,NA,NA,4.6,0,13,NA,0,1700
1976-03-05,16,34,NA,62,0,NA,27,19,NA,17,NA,NA,NA,NA,NA,3.6,99,NA,NA,NA,NA,NA,NA,NA,25,1.5,24,15,2.2,NA,NA,4.4,0,13,NA,0,1700
1976-03-06,16,37,NA,60,0,NA,26,19,NA,16,NA,NA,NA,NA,NA,3.8,100,NA,NA,NA,NA,NA,NA,NA,23,1.5,24,15,2.2,NA,NA,3.8,0,13,NA,0,1700
1976-03-07,16,40,NA,65,0,NA,26,19,NA,17,NA,NA,NA,NA,NA,3.5,108,NA,NA,NA,NA,NA,NA,NA,24,1.5,25,15,2.2,NA,NA,3.6,0,13,NA,0,1630
1976-03-08,16,42,NA,66,0,NA,25,19,NA,19,NA,NA,NA,NA,NA,3.4,118,NA,NA,NA,NA,NA,NA,NA,25,1.5,21,15,2.2,NA,NA,3.2,0,13,NA,0,1710
1976-03-09,16,42,NA,63,7,NA,27,19,NA,20,NA,NA,NA,NA,NA,3.5,128,NA,NA,NA,NA,NA,NA,NA,24,1.5,16,15,2.1,NA,NA,3,0,13,NA,0,1710
1976-03-10,17,45,NA,63,132,NA,229,20,NA,25,NA,NA,NA,NA,NA,2.6,138,NA,NA,NA,NA,NA,NA,NA,16,1.5,17,15,2.1,NA,NA,2.6,0,13,NA,0,1710
